SYMBOL,TICKER,COMPANY NAME,CURRENT PRICE,OPEN,HIGH,LOW,CLOSE PRICE,CHANGE,CHANGE %,VOLUME AVG,52WHIGH,52W-LOW,MARKET CAP(CR),3D CHART
BAJAJINDEF,NSE:BAJAJINDEF,Indef Manufacturing Limited,341.95,336.6,345.6,334.85,333.3,8.65,2.6,20655,580.25,199.24,1109.090028,
BAJEL,NSE:BAJEL,Bajel Projects Limited,177.4,177.1,179.31,177,177.32,0.08,0.05,113109,307.8,146.41,2026.427712,
BAJFINANCE,NSE:BAJFINANCE,Bajaj Finance Limited,1035.3,1015.6,1044.9,1010.9,1010.7,24.6,2.43,6809066,1102.5,649.1,64213.58568,
BALAJEE,NSE:BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,40.95,41.15,42.19,40.6,41.77,-0.82,-1.96,103100,83,38.55,321.6885145,
BALAJITELE,NSE:BALAJITELE,Balaji Telefilms Limited,114.8,118.8,118.99,111.55,119.07,-4.27,-3.59,258345,141.32,49.02,1335.565291,
BALAMINES,NSE:BALAMINES,Balaji Amines Limited,1159,1170.5,1179.8,1152,1163,-4,-0.34,61066,2119.9,1083.5,3623.435014,
BALAXI,NSE:BALAXI,BALAXI PHARMACEUTICALS LIMITED,37.71,38.5,38.84,37.5,38,-0.29,-0.76,76074,85.58,35.67,200.371967,
BALKRISHNA,NSE:BALKRISHNA,Balkrishna Paper Mills Limited,21.73,22.05,22.05,21.21,21.36,0.37,1.73,20262,27.69,16.2,67.1592352,
BALKRISIND,NSE:BALKRISIND,Balkrishna Industries Limited,2300,2320,2350.8,2291,2313,-13,-0.56,142050,2928,2152.05,43307.505,
BALMLAWRIE,NSE:BALMLAWRIE,Balmer Lawrie & Company Limited,186.43,186.98,189.9,185.11,186.98,-0.55,-0.29,107281,246,146.6,3160.128198,
BALPHARMA,NSE:BALPHARMA,Bal Pharma Limited,74.8,75.55,76.15,74,76.7,-1.9,-2.48,9756,132,73.3,116.5057171,
BALRAMCHIN,NSE:BALRAMCHIN,Balrampur Chini Mills Limited,447.5,453,453,446,453.1,-5.6,-1.24,365115,627.8,419.05,9022.15413,
BALUFORGE,NSE:BALUFORGE,Balu Forge Industries Limited,620,626,630.35,618.15,625.95,-5.95,-0.95,492325,867.7,428.4,6976.3702,
BANARBEADS,NSE:BANARBEADS,Banaras Beads Limited,131.4,130.2,132,130.2,131.67,-0.27,-0.21,24115,169.52,97,88.0370686,
BANARISUG,NSE:BANARISUG,Bannari Amman Sugars Limited,3695,3599.7,3699.9,3586.1,3604.3,90.7,2.52,542,4444,3000.3,4604.17692,
BANCOINDIA,NSE:BANCOINDIA,Banco Products (I) Limited,679.05,683.95,693.9,678,684.45,-5.4,-0.79,1393645,879.8,297.5,9802.41634,
BANDHANBNK,NSE:BANDHANBNK,Bandhan Bank Limited,149.5,152,152.22,149.25,151.18,-1.68,-1.11,8799021,192.48,128.16,24099.08131,
BANG,NSE:BANG,Bang Overseas Limited,53.93,53.12,54.68,53.12,53.19,0.74,1.39,50376,96.43,42.77,71.5779942,
BANKA,NSE:BANKA,Banka BioLoo Limited,75.7,74,76.39,72.01,74.23,1.47,1.98,9306,116.99,56.99,80.6921846,
BANKBARODA,NSE:BANKBARODA,Bank of Baroda,288.4,289.25,289.9,286.1,288.4,0,0,9338593,294.95,190.7,148721.4294,
BANKINDIA,NSE:BANKINDIA,Bank of India,147.89,149.36,149.69,145.85,148.85,-0.96,-0.64,11515075,151.43,90.05,67208.77718,
BANSALWIRE,NSE:BANSALWIRE,Bansal Wire Industries Limited,313.05,317.2,319,312.5,316.65,-3.6,-1.14,97766,503.95,299,4860.930643,
BANSWRAS,NSE:BANSWRAS,Banswara Syntex Limited,122.13,120.26,125.79,119.28,119.27,2.86,2.4,18467,178.8,109.63,409.0429162,
BARBEQUE,NSE:BARBEQUE,Barbeque Nation Hospitality Limited,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BASF,NSE:BASF,BASF India Limited,4167.2,4205.6,4228.6,4141.3,4199.2,-32,-0.76,13631,6225,4065.05,18133.83835,
BASML,NSE:BASML,Bannari Amman Spinning Mills Limited,30.8,29.2,31.9,29,29.3,1.5,5.12,152899,57.41,24.9,231.1907998,
BATAINDIA,NSE:BATAINDIA,Bata India Limited,1000,1002.8,1006.8,998.7,1000.3,-0.3,-0.03,197698,1479,996,12853.06,
BAYERCROP,NSE:BAYERCROP,Bayer Cropscience Limited,4571,4775,4785.1,4438,4587.5,-16.5,-0.36,28164,6511,4217.45,20200.26833,
BBL,NSE:BBL,Bharat Bijlee Limited,2875,2893.8,2917,2875,2893.8,-18.8,-0.65,25979,4189.9,2350,3210.452125,
BBOX,NSE:BBOX,Black Box Limited,556.95,542.1,559.7,538,542.05,14.9,2.75,492089,714.8,320.85,9061.710367,
BBTC,NSE:BBTC,Bombay Burmah Trading Corporation Limited,1836,1842,1857.2,1834.9,1842,-6,-0.33,398187,2547,1607.05,12874.45612,
BBTCL,NSE:BBTCL,B&B Triplewall Containers Limited,206.79,207.21,211.99,202.54,207.21,-0.42,-0.2,9326,229.35,120.6,422.4046422,
BCG,NSE:BCG,Brightcom Group Limited,12.83,12.96,13.03,12.75,12.9,-0.07,-0.54,6266920,22,8.5,2607.791992,
BCLIND,NSE:BCLIND,Bcl Industries Limited,34.32,34.6,34.77,34,34.26,0.06,0.18,439411,58.14,33.97,1010.526308,
BCONCEPTS,NSE:BCONCEPTS,Brand Concepts Limited,329.1,334,343.9,328,332.5,-3.4,-1.02,5415,569.95,252.1,390.3911046,
BDL,NSE:BDL,Bharat Dynamics Limited,1503.1,1496,1508,1486.7,1487.6,15.5,1.04,1305474,2096.6,907,55238.60294,
BEARDSELL,NSE:BEARDSELL,Beardsell Limited,31.47,29.2,31.7,28.9,29.5,1.97,6.68,60844,45.38,23,128.5082142,
BECTORFOOD,NSE:BECTORFOOD,Mrs. Bectors Food Specialities Limited,1278.4,1285,1295.2,1273.4,1284.9,-6.5,-0.51,122249,1976.7,1211.5,7852.51291,
BEDMUTHA,NSE:BEDMUTHA,Bedmutha Industries Limited,106.06,103.53,109.75,102.41,101.61,4.45,4.38,14032,236.33,100,347.6974445,
BEL,NSE:BEL,Bharat Electronics Limited,413.35,415.3,417.3,412,415.3,-1.95,-0.47,14128565,436,240.25,301930.3714,
BELLACASA,NSE:BELLACASA,Bella Casa Fashion & Retail Limited,406.5,411,420.05,401.2,417.15,-10.65,-2.55,15988,497.35,358.65,537.0755235,
BELRISE,NSE:BELRISE,Belrise Industries Limited,167.91,159.5,168.88,159.5,158.93,8.98,5.65,5047376,168.88,89.15,14894.46624,
BEML,NSE:BEML,BEML Limited,1845,1881.9,1899.1,1837.8,1875.1,-30.1,-1.61,393504,2437.4,1175,14865.69452,
BEPL,NSE:BEPL,Bhansali Engineering Polymers Limited,91.76,91.9,92.94,91.65,91.7,0.06,0.07,253743,157.68,90,2238.128306,
BERGEPAINT,NSE:BERGEPAINT,Berger Paints (I) Limited,568.1,575,579.35,562.35,575.65,-7.55,-1.31,392323,605,437.75,66298.1193,
BESTAGRO,NSE:BESTAGRO,Best Agrolife Limited,393.45,390.95,434.4,376.55,362,31.45,8.69,81732,661.45,244.15,750.4368482,
BFINVEST,NSE:BFINVEST,BF Investment Limited,443.65,442.9,445.45,438,441.95,1.7,0.38,24666,765,406,1640.941542,
BFUTILITIE,NSE:BFUTILITIE,BF Utilities Limited,639.95,636.2,650,636.2,645.3,-5.35,-0.83,32053,1080,573,2376.289903,
BGLOBAL,NSE:BGLOBAL,Bharatiya Global Infomedia Limited,3.98,4,4,3.98,4.19,-0.21,-5.01,6112,5.43,2.81,6.271853,
BGRENERGY,NSE:BGRENERGY,BGR Energy Systems Limited,424.5,425,436.35,416.2,423.7,0.8,0.19,240201,490.8,37.85,3060.120371,
BHAGCHEM,NSE:BHAGCHEM,Bhagiradha Chemicals & Industries Limited,248.5,253.63,253.77,245.5,249.38,-0.88,-0.35,41090,364.7,239.8,3166.49634,
BHAGERIA,NSE:BHAGERIA,Bhageria Industries Limited,182.75,185.66,186.79,181.71,185.13,-2.38,-1.29,932631,244.6,132,781.9989603,
BHAGYANGR,NSE:BHAGYANGR,Bhagyanagar India Limited,143.8,134.8,145.02,134.8,138.12,5.68,4.11,609272,167.4,65,440.84326,
BHANDARI,NSE:BHANDARI,Bhandari Hosiery Exports Limited,4.33,4.31,4.44,4.27,4.32,0.01,0.23,286066,8.7,4.26,104.0845119,
BHARATFORG,NSE:BHARATFORG,Bharat Forge Limited,1432.8,1435,1445.2,1428.9,1431.3,1.5,0.1,1163265,1460.2,919.1,68610.0706,
BHARATGEAR,NSE:BHARATGEAR,Bharat Gears Limited,111,108,114,105,108.69,2.31,2.13,28807,154.2,64.8,170.2771829,
BHARATRAS,NSE:BHARATRAS,Bharat Rasayan Limited,10400,10424,10458,10300,10411,-11,-0.11,14728,12200,8798.5,4294.459056,
BHARATSE,NSE:BHARATSE,Bharat Seats Limited,183.5,173.15,191.46,173.15,174.06,9.44,5.42,231690,239.45,69.84,1188.299942,
BHARATWIRE,NSE:BHARATWIRE,Bharat Wire Ropes Limited,181.1,182.2,185.59,180.1,182.38,-1.28,-0.7,965559,248.7,122.23,1193.886017,
BHARTIARTL,NSE:BHARTIARTL,Bharti Airtel Limited,2118,2132,2136.9,2103.8,2126.8,-8.8,-0.41,9796227,2174.5,1551.15,1267904.93,
BHARTIHEXA,NSE:BHARTIHEXA,Bharti Hexacom Limited,1751.2,1770,1789.2,1751,1778.8,-27.6,-1.55,196939,2052.9,1234,87546.91626,
BHEL,NSE:BHEL,Bharat Heavy Electricals Limited,290.5,289.7,295.25,288.9,289.7,0.8,0.28,12085912,295.25,176,101238.3177,
BIGBLOC,NSE:BIGBLOC,Bigbloc Construction Limited,67,66,71,64.11,66.11,0.89,1.35,169789,119.85,48.25,751.67836,
BIKAJI,NSE:BIKAJI,Bikaji Foods International Limited,714.95,711.95,716.45,708.1,710.5,4.45,0.63,141824,864,558.8,17890.07688,
BIL,NSE:BIL,Bhartiya International Limited,801,814.7,816.45,801,806.65,-5.65,-0.7,9987,984.75,444,1094.393484,
BILVYAPAR,NSE:BILVYAPAR,BIL VYAPAR LIMITED,8.75,8.75,8.75,8.75,9.22,-0.47,-5.1,9482,14.89,8.75,31.9471775,
BIOCON,NSE:BIOCON,Biocon Limited,399.55,397.95,404,396.7,398.45,1.1,0.28,3542290,424.95,291,47876.07729,
BIOFILCHEM,NSE:BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,37.71,38.35,38.35,37.1,37.33,0.38,1.02,10391,68.53,35.5,62.1360099,
BIRLACABLE,NSE:BIRLACABLE,Birla Cable Limited,147,147.06,152,146,147.42,-0.42,-0.28,33104,243.95,125.35,433.019076,
BIRLACORPN,NSE:BIRLACORPN,Birla Corporation Limited,1122,1136,1138.9,1118.1,1131.6,-9.6,-0.85,56933,1535.3,910.25,8600.65173,
BIRLAMONEY,NSE:BIRLAMONEY,Aditya Birla Money Limited,157,155.51,162.66,154.7,155.26,1.74,1.12,56107,303.72,131.27,876.9433546,
BIRLANU,NSE:BIRLANU,BirlaNu Limited,1675,1701.4,1728.7,1675,1691.2,-16.2,-0.96,8012,2428.3,1646.7,1256.12605,
BLACKBUCK,NSE:BLACKBUCK,Zinka Logistics Solutions Limited,675.15,675.05,680.5,666.5,678.1,-2.95,-0.44,1272781,748,250.6,11888.93448,
BLAL,NSE:BLAL,BEML Land Assets Limited,204.35,202.1,205.54,202.1,202.1,2.25,1.11,24354,258.4,180.5,842.2271125,
BLBLIMITED,NSE:BLBLIMITED,BLB Limited,16.75,16.9,16.9,16.41,16.57,0.18,1.09,105336,24.95,13.1,88.2885967,
BLISSGVS,NSE:BLISSGVS,Bliss GVS Pharma Limited,165,167.95,169.4,164.5,166.62,-1.62,-0.97,1801005,190.97,108.12,1764.35985,
BLKASHYAP,NSE:BLKASHYAP,B. L. Kashyap and Sons Limited,50.05,47.9,52.01,46.53,47.78,2.27,4.75,348879,84.69,45,1120.567268,
BLS,NSE:BLS,BLS International Services Limited,322.2,314.95,323.95,313.8,313.75,8.45,2.69,6109288,521.8,276.95,13209.61078,
BLSE,NSE:BLSE,BLS E-Services Limited,225.06,221.7,228,218.62,221.95,3.11,1.4,1165808,232.5,131.31,2022.339625,
BLUECHIP,NSE:BLUECHIP,Blue Chip India Limited,3.41,3.41,3.41,3.41,3.48,-0.07,-2.01,110,9.71,3.41,18.75797,
BLUECOAST,NSE:BLUECOAST,Blue Coast Hotels Limited,39.98,42.75,42.75,39.03,41.09,-1.11,-2.7,7927,86.31,9.52,67.6788644,
BLUEDART,NSE:BLUEDART,Blue Dart Express Limited,5739.5,5750.5,5779,5723,5750.5,-11,-0.19,291176,7905,5365,13498.73579,
BLUEJET,NSE:BLUEJET,Blue Jet Healthcare Limited,575.25,571.85,576.95,568.6,570.65,4.6,0.81,528158,1027.8,492,9460.866383,
BLUESTARCO,NSE:BLUESTARCO,Blue Star Limited,1758.5,1776,1779.9,1740.6,1775.9,-17.4,-0.98,352826,2417,1521,36150.04722,
BLUESTONE,NSE:BLUESTONE,BlueStone Jewellery and Lifestyle Limited,561.9,564.1,571,559,558.5,3.4,0.61,539619,793,508.1,8283.74755,
BLUSPRING,NSE:BLUSPRING,Bluspring Enterprises Limited,72.2,71.9,74,71.49,71.9,0.3,0.42,157625,100.88,67.06,1085.8829,
BODALCHEM,NSE:BODALCHEM,Bodal Chemicals Limited,54.15,54.6,55.58,53.65,54.44,-0.29,-0.53,168375,81.49,50.01,689.5558664,
BOHRAIND,NSE:BOHRAIND,Bohra Industries Limited,21.04,21,21.04,19.97,20.04,1,4.99,17476,39.29,15.42,42.3403087,
BOMDYEING,NSE:BOMDYEING,Bombay Dyeing & Mfg Company Limited,145,146.79,148.4,144.35,146.05,-1.05,-0.72,556144,225.7,117.5,2895.9429,
BORANA,NSE:BORANA,Borana Weaves Limited,288,290.75,295.83,279.53,291.66,-3.66,-1.25,382928,323.21,211,751.1831328,
BOROLTD,NSE:BOROLTD,Borosil Limited,317.5,322.95,326,317.5,321.35,-3.85,-1.2,80937,492,282.65,3747.595375,
BORORENEW,NSE:BORORENEW,BOROSIL RENEWABLES LIMITED,589.45,604.8,604.8,588.65,600.9,-11.45,-1.91,865138,721,436.5,8052.237279,
BOROSCI,NSE:BOROSCI,Borosil Scientific Limited,126.54,127.5,131.5,124.1,125.53,1.01,0.8,55366,190.79,107.42,1092.051343,
BOSCHLTD,NSE:BOSCHLTD,Bosch Limited,36300,36700,36700,36050,36485,-185,-0.51,20453,41945,25921.6,107146.3916,
BPCL,NSE:BPCL,Bharat Petroleum Corporation Limited,364.8,368.95,368.95,361.5,367.65,-2.85,-0.78,8426247,381.55,234.01,78930.43977,
BPL,NSE:BPL,BPL Limited,61.94,61.9,63.3,61.05,61.06,0.88,1.44,58186,144.2,59.96,307.7401414,
BRIGADE,NSE:BRIGADE,Brigade Enterprises Limited,898.6,924.7,928.5,894,911.6,-13,-1.43,327379,1340.5,850.7,20848.72356,
BRIGHOTEL,NSE:BRIGHOTEL,Brigade Hotel Ventures Limited,77.9,78.01,78.83,77.4,78.51,-0.61,-0.78,166837,91.77,77.4,2958.973133,
BRITANNIA,NSE:BRITANNIA,Britannia Industries Limited,5816,5890.5,5900,5815.5,5880.5,-64.5,-1.1,402995,6336,4506,137799.942,
BRNL,NSE:BRNL,Bharat Road Network Limited,24.54,24.69,25.14,24.25,24.69,-0.15,-0.61,150956,53.43,17.4,205.1308392,
BROOKS,NSE:BROOKS,Brooks Laboratories Limited,104.94,108.7,108.7,103.51,105.13,-0.19,-0.18,42983,198.86,95.25,280.0986049,
BSE,NSE:BSE,BSE Limited,2929,2896,2936.7,2878,2886.7,42.3,1.47,4962712,3030,1227.33,115186.7913,
BSHSL,NSE:BSHSL,Bombay Super Hybrid Seeds Limited,106.98,109.31,110.05,105.82,110.25,-3.27,-2.97,8977,179.99,105.82,1138.089649,
BSL,NSE:BSL,BSL Limited,174.9,172.7,176.15,172.02,175.03,-0.13,-0.07,14463,331.85,127.3,189.6861105,
BSOFT,NSE:BSOFT,BIRLASOFT LIMITED,383,386.75,389,382,386.6,-3.6,-0.93,2482199,624.35,331,10539.04547,
BTML,NSE:BTML,Bodhi Tree Multimedia Limited,8.47,8.68,9,8.4,8.66,-0.19,-2.19,253249,13.36,7.11,152.2400388,
BUTTERFLY,NSE:BUTTERFLY,Butterfly Gandhimathi Appliances Limited,706.5,709.95,713.35,706.1,709.9,-3.4,-0.48,20876,833.4,550.7,1258.972927,
BVCL,NSE:BVCL,Barak Valley Cements Limited,42.15,40.85,42.9,40.85,41.45,0.7,1.69,12068,69.99,34.06,97.3418189,
BYKE,NSE:BYKE,The Byke Hospitality Ltd,51.8,57,58.9,49.8,57.19,-5.39,-9.42,55463,107,49.8,271.4315298,
CALSOFT,NSE:CALSOFT,California Software Company Limited,16.57,17.06,17.06,16.38,16.65,-0.08,-0.48,49914,21.42,9.49,48.1816154,
CAMLINFINE,NSE:CAMLINFINE,Camlin Fine Sciences Limited,164,159,164.5,159,158.53,5.47,3.45,552568,333.3,110.1,2898.000311,
CAMPUS,NSE:CAMPUS,Campus Activewear Limited,270.05,274.05,274.05,270,274.8,-4.75,-1.73,304589,337.6,210,8034.803387,
CAMS,NSE:CAMS,Computer Age Management Services Limited,3890.9,3957.8,3963,3880,3933.8,-42.9,-1.09,334316,5367.5,3031.05,19266.82869,
CANBK,NSE:CANBK,Canara Bank,151.9,150.9,152,149.85,150.16,1.74,1.16,31099618,152.5,78.6,137348.5517,
CANFINHOME,NSE:CANFINHOME,Can Fin Homes Limited,889,889.75,904,882.15,889.85,-0.85,-0.1,326324,925,558.5,11778.75216,
CANTABIL,NSE:CANTABIL,Cantabil Retail India Limited,252.65,249,253,248.9,248.65,4,1.61,155243,334,213.41,2105.200768,
CAPACITE,NSE:CAPACITE,Capacit'e Infraprojects Limited,278.35,285.1,286,278,283.65,-5.3,-1.87,298739,465,265.1,2296.8777,
CAPITALSFB,NSE:CAPITALSFB,Capital Small Finance Bank Limited,276.05,282.95,282.95,275.15,278.75,-2.7,-0.97,40952,330.65,250,1242.327912,
CAPLIPOINT,NSE:CAPLIPOINT,Caplin Point Laboratories Limited,1916,1918.5,1926.2,1899.9,1918.5,-2.5,-0.13,50692,2641,1599,14539.6092,
CAPTRUST,NSE:CAPTRUST,Capital Trust Limited,13.17,13.49,13.9,13.02,13.7,-0.53,-3.87,140006,82.7,13.02,49.2017901,
CARBORUNIV,NSE:CARBORUNIV,Carborundum Universal Limited,869.9,878,881.5,861,876.55,-6.65,-0.76,369174,1468,809.1,15647.94432,
CARERATING,NSE:CARERATING,CARE Ratings Limited,1535.5,1544.7,1544.7,1512.4,1537,-1.5,-0.1,54119,1964,1052,4458.657454,
CARRARO,NSE:CARRARO,Carraro India Limited,554.8,543,563.45,542.95,540.6,14.2,2.63,179140,692.4,253.15,2986.668089,
CARTRADE,NSE:CARTRADE,Cartrade Tech Limited,3062.6,3177.1,3177.1,3004.3,3175.8,-113.2,-3.56,559032,3290.5,1275,14044.70735,
CARYSIL,NSE:CARYSIL,CARYSIL LIMITED,1012,1020,1043.4,1007.25,1000.1,11.9,1.19,163076,1071.9,482.3,2742.485592,
CASTROLIND,NSE:CASTROLIND,Castrol India Limited,191.35,191.5,193,190.75,192,-0.65,-0.34,1064804,251.95,162.6,19022.77,
CCCL,NSE:CCCL,Consolidated Construction Consortium Limited,19.3,19.4,19.6,19.2,19.43,-0.13,-0.67,452084,28.87,10.84,837.7737878,
CCHHL,NSE:CCHHL,Country Club Hospitality & Holidays Limited,15.88,16.01,16.21,15.82,16,-0.12,-0.75,30052,22.99,13,258.3558506,
CCL,NSE:CCL,CCL Products (India) Limited,997,1022.7,1022.75,977.4,1022.75,-25.75,-2.52,783960,1074.4,525,12733.34502,
CDSL,NSE:CDSL,Central Depository Services (India) Limited,1625,1625,1632.3,1605.5,1619.9,5.1,0.31,1789251,1989.8,1047.45,33107.37625,
CEATLTD,NSE:CEATLTD,CEAT Limited,3869,3894,3909.8,3855,3888.2,-19.2,-0.49,397967,4438,2343.05,15646.90921,
CEIGALL,NSE:CEIGALL,Ceigall India Limited,235.2,241.65,241.65,235,239.1,-3.9,-1.63,154256,383,235,4089.031915,
CELEBRITY,NSE:CELEBRITY,Celebrity Fashions Limited,9.7,10,10.3,9.5,10,-0.3,-3,32872,18.47,8.36,58.0392601,
CELLO,NSE:CELLO,Cello World Limited,604.4,598.95,606,591.5,598.95,5.45,0.91,335189,860.85,494.75,13354.69548,
CENTENKA,NSE:CENTENKA,Century Enka Limited,457.25,459.9,465.95,455.75,459.85,-2.6,-0.57,10322,749,419.3,1004.548976,
CENTEXT,NSE:CENTEXT,Century Extrusions Limited,24.12,23.96,24.78,23.76,24.08,0.04,0.17,114460,34.75,15.67,194.144614,
CENTRALBK,NSE:CENTRALBK,Central Bank of India,38.75,38.94,39.04,38.5,38.75,0,0,9914368,61.9,32.75,35037.77557,
CENTRUM,NSE:CENTRUM,Centrum Capital Limited,28.74,29.2,31.31,28.37,29.42,-0.68,-2.31,360065,41.9,22.4,1285.895991,
CENTUM,NSE:CENTUM,Centum Electronics Limited,2388,2410,2431.9,2380,2413.2,-25.2,-1.04,18806,3044,1140.3,3495.59283,
CENTURYPLY,NSE:CENTURYPLY,Century Plyboards (India) Limited,807.9,815,819.9,798,815.9,-8,-0.98,99144,897.1,650,17883.52389,
CERA,NSE:CERA,Cera Sanitaryware Limited,5551,5607.5,5610,5495.5,5552,-1,-0.02,17674,8014.95,5060.05,7050.519385,
CEREBRAINT,NSE:CEREBRAINT,Cerebra Integrated Technologies Limited,7.06,7.29,7.49,6.92,7.14,-0.08,-1.12,144471,11.9,3.99,89.4400389,
CESC,NSE:CESC,CESC Limited,170.8,174.18,174.4,169.96,173.44,-2.64,-1.52,2320043,203.8,119,21735.47891,
CEWATER,NSE:CEWATER,Concord Enviro Systems Limited,411.85,422.9,422.9,405.9,415.9,-4.05,-0.97,18945,860,393.1,817.5461494,
CGCL,NSE:CGCL,Capri Global Capital Limited,190.5,190,192.5,187.56,188.65,1.85,0.98,2434665,231.35,150.51,18433.03718,
CGPOWER,NSE:CGPOWER,CG Power and Industrial Solutions Limited,679.3,690.95,691.15,676.55,688.4,-9.1,-1.32,2466675,811.4,517.7,103888.9805,
CHALET,NSE:CHALET,Chalet Hotels Limited,896.5,876.7,900,875.45,876.7,19.8,2.26,147657,1082,634.05,19629.75504,
CHAMBLFERT,NSE:CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,442.5,442.9,447.1,441.3,442.15,0.35,0.08,905414,742.2,435.3,17751.65668,
CHEMBOND,NSE:CHEMBOND,Chembond Material Technologies Limited,167.4,167.8,172.79,164.99,166.66,0.74,0.44,9581,398.11,159,221.6770983,
CHEMBONDCH,NSE:CHEMBONDCH,Chembond Chemicals Limited,151.9,151.9,157.76,150.01,150.24,1.66,1.1,17609,244.99,143.71,413.8402927,
